Name,Disabled,FileName,ExportName,ParticleFileName,ParticleExportName,ParticleStyle,ParticleVariations,ThemeMusic,LoadingJingle,LoadingScreen,CustomButtonName
Golden Week 2020,,sc/backgrounds/background_golden_week_20.sc,bgr_golden_week,,,,,MenuMusic,sfx/loading_sfx/footbrawl_load_01.ogg,sc/loading_screens/loading_psg.sc,
Golden Week 2021,,sc/backgrounds/background_gw.sc,bgr_gw,,,,,Golden_Week_Menu,sfx/loading_sfx/action_western_load_01.ogg,sc/loading_screens/loading_western.sc,
Bad Randoms 2022,,sc/backgrounds/background_punk_22.sc,bgr_punk,,,,,Bad_Randoms_Music,sfx/loading_sfx/brawl_underwater_load_01.ogg,sc/loading_screens/loading_deepsea.sc,
CN Mortis,,sc/backgrounds/background_motisi.sc,bgr_mortisi,,,,,Tronmortis_Menu,,,
CN Shelly,,sc/backgrounds/background_sipaike.sc,bgr_sipaike,,,,,ShotgunGirlElectronictoy_Menu,,,
CN Colt,,sc/backgrounds/background_colt.sc,bgr_colt,,,,,MenuMusic,,,
CN Bo,,sc/backgrounds/background_bo.sc,bgr_bo,,,,,BowDudeSagittarius_Menu,,,
CN Stu,,sc/backgrounds/background_stu.sc,bgr_stu,,,,,RollerCapricorn_Menu,,,
CN Emz,,sc/backgrounds/background_emz.sc,bgr_emz,,,,,emzaquarius_Menu,,,
CN Piper,,sc/backgrounds/background_piper.sc,bgr_piper,,,,,piperPisces_Menu,,,
CN Bull,,sc/backgrounds/background_bull.sc,bgr_bull,,,,,bull_Taurus_Menu,,,
CN Fang,,sc/backgrounds/background_fang.sc,bgr_fang,,,,,FangUltramanTigaToy_Menu,,sc/loading_screens/loading_atm.sc,
CN Primo,,sc/backgrounds/background_fang.sc,bgr_fang,,,,,PrimoUltramanZeroToy_Menu,,,
CN Edgar,,sc/backgrounds/background_edgar.sc,bgr_edgar_k2,,,,,EnragerCancer_Menu,,,
CN Colette,,sc/backgrounds/background_colette.sc,bgr_colette,,,,,PercenterVirgo_Menu,,,
CN Lantern,,sc/backgrounds/background_lantern.sc,bgr_lantern,,,,,Lantern_Menu,,,
CN Bibi,,sc/backgrounds/background_bibi.sc,bgr_bibi_k2,,,,,BaseballScorpio_Menu,,,
CN Piper 2,,sc/backgrounds/background_idol.sc,bgr_idol,,,,,SniperIdol_Menu,,,
CN Melodie,,sc/backgrounds/background_idol.sc,bgr_idol,,,,,SniperIdol_Menu,,,
CN Mortis 2,,sc/backgrounds/background_chmythology.sc,bgr_chmythology,,,,,UndertakerYangJianBlack_Menu,,,
CN Edgar 2,,sc/backgrounds/background_chmythology.sc,bgr_chmythology,,,,,EnragerNezhaGold_Menu,,,
CN Leon,,sc/backgrounds/background_chnewyear2025.sc,bgr_chnewyear2025,,,,,CNY2025_Menu,,,
CN Meg,,sc/backgrounds/background_meg.sc,bgr_meg_aries,,,,,MechaDudeAries_Menu,,,
,,,,,,,,,,,
